X1
0.029
0.026
0.476
0.131
0.031
0.919
0.629
0.962
0.957
0.684
0.037
0.275
0.172
0.083
0.104
0.01
0.01
0.035
0.035
0.046
0.597
0.725
0.725
0.444
0.822
0.022
0.557
0.011
0.01
0.01
0.04
0.0047
0.622
0.01
0.01
0.04
0.0047
0.0184
0.0313
0.011
0.006
0.01
0.03
0.029
0.002
0.02
0.769
0.638
0.011
0.01
0.02
0.01
0.01
0.015
0.02
0.13
0.29
0.26
0.026
0.17
0.5
0.67
0.12
0.4
0.008
0.43
0.104
1e-04
0.11
0.67
0.32
0.43
0.001
0.001
0.001
0.01
0.01
0.01
0.02
0.57
0.27
0.001
0.001
0.039
0.582
0.04
0.014
0.049
0.0087
0.198
0.302
0.049
0.017
0.0087
0.0087
0.788
0.033
0.863
0.029
0.788
0.033
0.939
0.987
0.361
0.423
0.006
0.918
0.001
0.692
0.033
0.999
0.001
0.788
0.091
0.999
0.001
0.84
0.293
0.04
0.02
0.005
0.004
0.004
0.001
1e-04
0.019
0.003
0.006
0.019
0.043
0.006
0.003
0.006
0.019
0.043
0.006
0.54
0.89
0.51
0.11
0.54
0.89
0.43
0.74
0.01
0.016
0.003
0.017
0.006
0.482
0.002
0.236
0.264
0.592
0.011
0.03
0.02
0.01
0.1
0.1
0.011
0.01
0.01
0.01
0.57
0.46
0.65
0.16
0.66
0.11
0.07
0.6
0.88
0.011
0.024
0.003
0.002
0.749
3e-04
0.003
0.004
0.026
0.002
0.002
0.08
0.056
0.017
0.426
0.426
0.7491
0.79
7e-04
0.043
0.87
1e-04
0.001
0.176
0.7898
0.011
0.043
0.028
0.08
0.008
0.006
0.527
0.423
0.044
0.004
0.002
0.002
3e-04
0.051
0.008
0.006
0.023
0.097
0.012
0.936
0.971
0.858
0.014
0.003
0.726
0.596
0.299
0.096
0.321
0.348
0.034
0.39
0.369
0.005
0.008
0.145
0.045
0.0125
0.39
0.122
0.391
0.253
0.389
0.444
0.495
0.367
0.099
0.325
0.867
0.647
0.001
0.004
0.001
0.019
0.05
0.001
0.004
0.004
0.04
0.033
0.001
0.0024
0.058
0.02
0.045
0.02
0.042
0.008
0.267
0.01
0.92
0.267
0.004
0.013
0.008
0.001
0.003
0.044
0.023
0.008
0.0437
0.0437
0.709
0.00278
0.602
0.0203
0.013
0.36
0.00109
0.634
0.667
0.455
0.316
0.0089
0.0089
0.0089
0.0089
0.000767
0.06097
0.000151
0.00126
0.0001741
0.34
0.008
3e-04
3e-04
3e-04
0.198
0.198
0.198
0.008
0.549
0.0028
0.795
0.7952
0.0689
0.0013
0.456
0.0756
0.47
0.31
0.399
0.002
0.0078
0.974
0.819
0.0373
0.197
0.001
0.001
0.036
0.033
0.007
0.006
0.051
0.001
0.005
0.023
0.021
0.012
0.026
3e-04
0.048
0.112
1e-04
0.125
0.389
0.016
0.027
0.144
0.602
0.684
0.954
0.004
0.001
0.004
0.574
0.001
0.044
0.03
0.6
0.942
0.999
0.044
0.973
0.463
0.979
0.999
0.001
0.02
0.986
0.764
0.993
0.917
0.002
0.988
0.016
0.981
0.048
0.643
0.966
0.019
0.986
0.988
0.882
0.001
0.984
0.238
0.04
0.003
0.01
0.004
0.03
0.04
0.02
0.03
0.58
0.011
0.91
0.67
0.68
0.65
0.58
0.052
0.077
0.132
0.151
0.001
0.09
0.014
0.007
0.03
0.041
0.017
0.01
0.01
0.359
0.409
0.102
0.488
0.052
0.621
0.492
0.513
0.81
0.787
0.018
0.34
0.49
0.49
0.34
0.91
0.002
0.04
0.001
0.04
0.21
0.001
0.11
0.37
0.07
0.001
0.015
0.09
0.81
0.146
0.017
0.833
0.05
0.044
0.029
0.007
0.041
0.044
0.029
0.007
0.041
0.041
8e-04
0.67
0.01
9e-04
0.44
0.33
0.16
0.43
0.001
0.44
0.05
0.003
0.002
0.005
0.03
0.003
0.005
0.03
0.83
0.01
0.001
0.003
0.01
0.131
0.674
0.912
0.718
0.273
0.563
0.221
0.571
0.295
0.394
0.356
0.221
0.141
0.939
0.157
0.329
0.159
8e-04
8e-04
0.35
0.002
0.23
0.14
0.52
0.14
0.3
0.83
0.35
0.77
0.25
0.002
0.39
0.77
0.3
0.002
0.29
0.84
0.45
0.48
0.16
0.81
0.23
0.3
0.21
0.14
0.62
0.36
0.09
0.99
0.97
0.96
0.66
0.61
0.82
0.52
0.82
0.86
0.15
0.75
0.94
0.14
0.006
0.14
0.04
0.003
0.46
0.81
0.7
0.69
0.84
0.88
0.6
0.15
0.06
0.7
0.96
0.68
0.52
0.09
0.002
0.002
0.002
1e-04
0.002
0.05
0.42
0.93
0.08
0.63
0.44
0.87
0.9
0.43
0.83
0.25
0.09
0.002
0.002
0.0039
0.004
0.032
0.834
0.309
0.376
0.039
0.057
0.051
0.001
0.017
0.063
0.579
0.396
0.966
0.998
0.186
0.871
0.039
0.033
0.002
0.008
0.035
0.001
0.042
0.05
0.033
0.002
0.42
0.008
0.618
0.114
0.166
0.035
0.42
0.085
0.279
0.11
0.477
0.035
0.031
0.101
0.105
0.305
0.038
0.027
0.052
0.047
0.031
0.014
0.009
0.008
0.05
0.039
0.012
0.009
0.026
0.059
0.031
0.028
0.028
0.027
0.011
0.009
0.017
0.004
0.001
0.038
0.003
0.002
0.001
0.002
0.049
0.088
0.002
0.002
0.007
0.003
1e-04
4e-04
5e-04
0.136
0.03
0.04
0.6
0.32
0.115
0.127
0.013
0.023
0.002
0.009
0.001
0.036
0.006
0.002
0.15
0.4
0.03
0.04
0.0073
0.0073
0.0073
0.358
0.742
0.819
0.736
0.471
0.103
0.693
0.578
0.223
0.228
0.795
0.006
0.006
0.005
0.01
0.006
0.036
0.006
0.002
0.008
0.005
0.003
0.033
0.017
0.033
0.101
0.24
0.008
0.006
0.81
0.03
0.04
0.04
0.001
0.001
0.004
0.02
0.03
0.01
0.4
0.043
0.037
0.049
0.011
0.045
0.84
0.546
0.196
0.47
0.69
0.81
0.49
0.27
0.662
0.96155
0.00021
0.00864
0.00125
0.931
0.494
0.273
0.0077
0.05
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.03
0.01
0.001
0.003
0.031
0.003
0.031
0.039
0.025
0.045
0.19
2e-04
0.0499
0.0213
2e-04
0.0226
1e-04
1e-04
7e-04
0.0025
2e-04
0.0499
0.0025
0.831
0.19
0.46
0.374
0.21
0.82
0.394
0.505
0.6497
0.9483
0.3087
0.0786
0.3019
0.0535
0.7927
0.9877
0.2792
0.5722
0.1219
0.091
0.091
0.491
0.506
0.907
0.013
0.001
0.001
0.032
0.009
0.0046
0.01
0.015
0.001
0.042
0.03
0.023
0.0295
0.0028
4e-04
0.0376
0.8964
0.4227
2e-04
0.0285
0.0295
0.0028
0.0343
0.0236
5e-04
9e-04
2e-04
0.0017
0.008
0.0073
0.0263
0.0011
0.01
0.028
0.05
0.047
0.011
0.08
0.03
0.01
0.01
0.318
0.014
0.029
0.028
0.05
0.047
0.037
0.026
0.008
0.054
0.037
0.2
0.32
0.17
0.36
2e-04
0.001
0.07
0.05
0.14
0.08
0.001
1e-04
0.001
1e-04
0.001
0.003
0.03
0.04
0.02
0.004
0.02
0.82
0.86
0.001
0.001
0.0017
0.001
0.001
0.001
0.001
0.001
5e-04
0.01
0.51
0.001
5e-04
0.01
0.51
0.19
0.8
0.28
0.19
0.26
0.001
0.02
0.03
0.68
0.19
0.81
0.84
0.165
0.009
0.039
0.002
0.03
0.04
0.001
0.07
0.09
1e-04
0.002
0.03
0.56
0.86
0.3
0.19
0.58
0.07
0.09
0.046
0.302
0.097
0.056
0.02
0.01
0.04
0.001
0.065
0.065
0.03
0.01
0.003
0.003
0.01
0.002
0.009
0.023
0.5
0.2
0.01
0.003
0.01
0.001
0.4
0.001
0.06
0.5
0.2
0.4
0.6
0.2
0.6
0.4
0.4
0.6
0.003
0.08
0.01
0.2
0.1
0.001
0.3
0.09
0.7
0.1
0.2
0.1
0.001
0.02
0.03
0.02
0.03
0.03
0.04
0.01
0.03
0.26
0.32
0.04
0.001
0.029
0.02
0.694
0.665
0.044
0.756
0.015
0.002
0.001
0.007
0.008
0.021
0.071
0.008
0.67
0.12
0.09
0.07
0.03
0.007
0.001
0.529
0.172
0.002
0.17
0.003
0.003
0.05
0.023
0.03
0.032
0.477
0.04
0.023
0.041
0.325
0.014
0.09
0.007
0.149
0.001
0.012
0.53
0.53
0.002
0.01
0.008
0.008
0.008
0.001
0.001
0.039
0.001
0.45
0.31
0.19
0.1
0.25
0.84
0.98
0.41
0.63
0.83
0.43
0.48
0.47
0.65
0.78
0.79
0.47
0.79
0.68
0.48
0.79
0.44
0.79
0.79
0.93
0.02
0.87
0.87
0.09
0.36
0.47
0.17
0.15
0.68
0.78
0.49
0.43
0.73
0.74
0.84
0.45
0.48
0.82
0.21
0.97
0.78
0.86
0.62
0.99
0.98
0.11
0.78
0.58
0.25
0.65
0.71
0.02
0.48
0.5
0.06
0.93
0.41
0.4
0.4
0.83
0.04
0.25
0.13
0.02
0.41
0.01
0.41
0.74
0.74
0.63
0.6
0.84
0.49
0.84
0.01
0.52
0.25
0.04
0.25
0.46
0.35
0.02
0.02
0.77
0.77
0.21
0.001
0.001
0.02
0.95
0.001
0.02
0.26
0.62
0.95
0.09
0.09
0.15
0.09
0.03
0.679
0.272
0.002
0.002
0.001
0.017
0.039
0.041
0.185
0.6
0.28
0.92
0.16
0.68
0.09
0.38
0.64
0.42
0.94
0.06
0.001
0.03
0.12
0.023
0.042
0.017
0.025
0.023
0.042
0.024
0.023
0.872
0.544
0.789
0.042
0.057
0.079
0.062
0.123
0.422
0.024
0.203
0.233
0.498
0.161
0.893
0.422
0.062
0.35
0.088
0.232
0.061
0.056
0.078
0.376
0.316
0.017
0.793
0.163
0.949
0.334
0.283
0.428
0.025
0.953
0.17
0.002
0.001
0.011
0.001
0.01
0.004
0.003
0.049
0.004
0.006
0.001
0.153
0.721
0.154
0.77
0.008
0.233
0.973
0.02
0.233
0.075
0.13
0.01
0.779
0.019
0.732
0.007
0.023
0.016
0.085
0.446
0.797
0.021
0.069
0.048
0.12
0.637
0.007
0.008
0.167
0.697
0.123
0.349
0.254
0.024
0.001
0.012
0.228
0.845
0.04
0.166
0.743
0.336
0.035
0.046
0.046
0.042
0.027
0.031
0.729
0.024
0.041
0.002
0.054
0.167
0.021
0.085
0.279
0.5
0.049
0.67
0.04
0.03
0.001
0.001
0.025
0.025
0.036
0.823
0.719
0.823
0.719
0.025
0.005
0.616
0.081
0.67
0.67
0.561
0.974
0.693
0.456
0.365
0.401
0.888
0.382
0.239
0.345
0.561
0.589
0.382
0.057
0.434
0.974
0.384
0.831
0.001
0.71
0.029
0.026
0.05
0.001
0.003
0.03
0.06
0.445
0.737
0.95
0.229
0.447
0.015
0.041
0.001
0.005
0.27
0.01
0.002
0.04
0.05
0.05
0.01
0.64
0.09
0.27
0.01
0.029
0.002
0.023
0.029
0.006
0.017
0.03
0.7
0.5
0.003
0.001
0.504
0.005
0.049
0.595
0.745
0.007
0.002
0.784
0.06
0.768
0.38
0.548
0.033
0.089
0.105
0.504
0.779
0.271
0.745
0.086
0.221
0.784
0.346
0.057
0.462
0.408
0.858
0.698
0.468
0.443
0.33
0.19
0.33
0.133
0.154
0.81
0.007
0.001
0.01
0.008
0.13
0.13
0.02
0.008
0.02
0.07
0.001
0.06
0.01
0.06
0.04
0.02
0.12
0.72
0.019
0.04
0.004
0.004
0.005
0.07
0.044
0.004
0.49
0.4873
0.003
0.006
0.181
0.006
0.006
0.047
0.143
0.054
0.34
0.54
0.024
0.05
0.035
0.148
0.019
0.047
0.024
0.027
0.027
0.026
0.002
0.025
0.009
0.005
0.112
0.031
0.0087
0.021
0.091
0.033
0.033
1e-04
1e-04
0.994
0.021
0.152
0.001
0.001
0.001
0.001
0.001
0.001
0.04
0.001
0.001
0.001
0.03
0.001
0.002
0.03
0.03
0.002
0.002
0.007
7e-04
0.02
0.01
0.16
0.02
0.01
0.206
0.3177
6e-04
0.0238
6e-04
0.0175
0.0256
0.0175
0.182
0.003
0.004
0.003
0.009
0.015
0.001
0.001
0.004
0.07
0.265
0.58
0.51
0.95
0.51
0.98
0.186
0.589
0.925
0.764
0.813
0.009
0.047
0.075
0.359
0.674
0.051
0.083
0.001
0.001
0.001
0.001
0.13
0.001
0.76
0.02
0.59
0.79
0.001
0.002
0.03
0.001
0.001
0.94
0.55
0.001
1e-04
0.001
0.01
0.233
0.006
0.031
0.001
0.01
0.233
0.006
0.003
0.015
0.167
0.606
0.033
0.024
0.012
0.022
0.99
0.033
0.024
0.002
0.018
0.022
0.05
0.003
0.002
0.0085
0.81
2e-04
0.02
4e-04
0.068
0.033
0.06
0.031
0.068
0.476
0.033
0.031
0.068
0.033
0.032
0.011
0.06
0.009
0.742
0.006
0.04
0.44
0.36
0.25
0.09
0.87
0.006
0.24
0.53
0.007
0.12
0.41
0.8
0.11
0.26
0.16
0.23
0.73
0.78
0.006
0.04
0.21
0.66
0.13
0.69
0.39
0.11
0.489
0.048
0.427
0.001
0.64
0.006
0.011
0.017
0.109
0.001
0.001
0.003
0.016
0.141
0.002
0.009
0.05
0.012
0.015
0.01
0.05
0.03
0.015
0.96
0.88
0.2
0.001
0.04
0.002
0.01
0.018
0.014
0.065
0.037
0.695
0.014
0.014
0.006
0.084
0.264
0.004
0.264
0.477
0.922
0.563
0.012
0.048
0.065
0.037
0.695
0.014
0.084
0.375
0.006
0.748
0.406
0.232
0.275
0.641
0.018
0.014
0.375
0.156
0.688
0.0227
0.012
0.42
0.675
0.001
0.0389
0.007
0.007
0.039
0.007
0.0139
1e-05
0.00055
1e-05
0.00055
0.002141
0.009262
0.003724
0.374
0.7669
0.7764
0.013
0.001
0.013
0.009
0.018
0.009
0.018
0.024
0.037
0.009
0.018
0.002
0.04
0.008
0.272
0.084
0.271
0.104
0.856
0.594
0.145
0.018
0.01
0.033
0.033
0.03
0.024
0.003
0.05
0.016
0.156
0.02
0.036
0.014
0.012
0.82
0.92
0.62
0.11
0.85
0.99
0.66
0.072
0.82
0.92
