0.025
0.004
0.3
0.04
0.012
0.004
0.71
0.0007
0.04
0.001
0.02
0.03
0.006
0.01
0.002
0.03
0.04
0.01
0.02
0.002
0.005
0.001
0.002
0.004
0.004
0.03
0.02
0.02
0.01
0.02
0.04
0.01
0.03
0.009
0.04
0.004
0.009
0.0001
0.007
0.0001
0.0003
0.03
0.007
0.002
0.002
0.01
0.02
0.002
0.005
0.01
0.02
0.02
0.02
0.005
0.001
0.004
0.002
0.001
0.04
0.004
0.006
0.03
0.03
0.02
0.02
0.01
0.031
0.01
0.319
0.031
0.098
0.001
0.984
0.649
0.711
0.38
0.21
0.05
0.381
0.212
0.6
